instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9356,30/01/2012,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438.00
9357,30/01/2012,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410.00
9358,30/01/2012,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306.00
9359,30/01/2012,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181.00
9360,30/01/2012,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162.00
9361,30/01/2012,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94.00
9362,30/01/2012,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52.00
9363,31/01/2012,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15.00
9364,31/01/2012,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8.00
9365,31/01/2012,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2.00
9366,31/01/2012,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2.00
9367,31/01/2012,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1.00
9368,31/01/2012,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22.00
9369,31/01/2012,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104.00
9370,31/01/2012,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279.00
9371,31/01/2012,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512.00
9372,31/01/2012,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261.00
9373,31/01/2012,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144.00
9374,31/01/2012,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139.00
9375,31/01/2012,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194.00
9376,31/01/2012,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198.00
9377,31/01/2012,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160.00
9378,31/01/2012,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177.00
9379,31/01/2012,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307.00
9380,31/01/2012,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559.00
9381,31/01/2012,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502.00
9382,31/01/2012,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328.00
9383,31/01/2012,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238.00
9384,31/01/2012,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165.00
9385,31/01/2012,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129.00
9386,31/01/2012,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63.00
9387,01/02/2012,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31.00
9388,01/02/2012,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4.00
9389,01/02/2012,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7.00
9390,01/02/2012,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3.00
9391,01/02/2012,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1.00
9392,01/02/2012,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18.00
9393,01/02/2012,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67.00
9394,01/02/2012,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208.00
9395,01/02/2012,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520.00
9396,01/02/2012,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276.00
9397,01/02/2012,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133.00
9398,01/02/2012,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143.00
9399,01/02/2012,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179.00
9400,01/02/2012,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186.00
9401,01/02/2012,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192.00
9402,01/02/2012,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194.00
9403,01/02/2012,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283.00
9404,01/02/2012,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539.00
9405,01/02/2012,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526.00
9406,01/02/2012,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335.00
9407,01/02/2012,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264.00
9408,01/02/2012,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233.00
9409,01/02/2012,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140.00
9410,01/02/2012,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97.00
9411,02/02/2012,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31.00
9412,02/02/2012,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0,3,14,17.00
9413,02/02/2012,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9.00
9414,02/02/2012,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2.00
9415,02/02/2012,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1.00
9416,02/02/2012,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0,0,19,19.00
9417,02/02/2012,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0,1,73,74.00
9418,02/02/2012,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0,4,201,205.00
9419,02/02/2012,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0,9,436,445.00
9420,02/02/2012,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0,15,213,228.00
9421,02/02/2012,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78.00
9422,02/02/2012,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105.00
9423,02/02/2012,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0,8,140,148.00
9424,02/02/2012,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0,13,124,137.00
9425,02/02/2012,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141.00
9426,02/02/2012,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174.00
9427,02/02/2012,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229.00
9428,02/02/2012,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450.00
9429,02/02/2012,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410.00
9430,02/02/2012,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327.00
9431,02/02/2012,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213.00
9432,02/02/2012,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148.00
9433,02/02/2012,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109.00
9434,02/02/2012,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61.00
9435,03/02/2012,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38.00
9436,03/02/2012,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22.00
9437,03/02/2012,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6.00
9438,03/02/2012,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4.00
9439,03/02/2012,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2.00
9440,03/02/2012,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17.00
9441,03/02/2012,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88.00
9442,03/02/2012,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226.00
9443,03/02/2012,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441.00
9444,03/02/2012,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270.00
9445,03/02/2012,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129.00
9446,03/02/2012,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164.00
9447,03/02/2012,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216.00
9448,03/02/2012,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0,25,173,198.00
9449,03/02/2012,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170.00
9450,03/02/2012,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0,48,168,216.00
9451,03/02/2012,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311.00
9452,03/02/2012,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488.00
9453,03/02/2012,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385.00
9454,03/02/2012,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267.00
9455,03/02/2012,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163.00
9456,03/02/2012,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134.00
9457,03/02/2012,1,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119.00
9458,03/02/2012,1,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77.00
9459,04/02/2012,1,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86.00
9460,04/02/2012,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43.00
9461,04/02/2012,1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44.00
9462,04/02/2012,1,1,2,3,0,6,0,1,0.24,0.2879,0.75,0,1,17,18.00
9463,04/02/2012,1,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6.00
9464,04/02/2012,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4.00
9465,04/02/2012,1,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5.00
9466,04/02/2012,1,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28.00
9467,04/02/2012,1,1,2,8,0,6,0,1,0.24,0.2879,0.87,0,4,86,90.00
9468,04/02/2012,1,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157.00
9469,04/02/2012,1,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224.00
9470,04/02/2012,1,1,2,11,0,6,0,1,0.3,0.3333,0.7,0,46,224,270.00
9471,04/02/2012,1,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300.00
9472,04/02/2012,1,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302.00
9473,04/02/2012,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276.00
9474,04/02/2012,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305.00
9475,04/02/2012,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143.00
9476,04/02/2012,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67.00
9477,04/02/2012,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64.00
9478,04/02/2012,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80.00
9479,04/02/2012,1,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77.00
9480,04/02/2012,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78.00
9481,04/02/2012,1,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95.00
9482,04/02/2012,1,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70.00
9483,05/02/2012,1,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61.00
9484,05/02/2012,1,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51.00
9485,05/02/2012,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63.00
9486,05/02/2012,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17.00
9487,05/02/2012,1,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9.00
9488,05/02/2012,1,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4.00
9489,05/02/2012,1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4.00
9490,05/02/2012,1,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16.00
9491,05/02/2012,1,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62.00
9492,05/02/2012,1,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92.00
9493,05/02/2012,1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148.00
9494,05/02/2012,1,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182.00
9495,05/02/2012,1,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248.00
9496,05/02/2012,1,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274.00
9497,05/02/2012,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243.00
9498,05/02/2012,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272.00
9499,05/02/2012,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296.00
9500,05/02/2012,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306.00
9501,05/02/2012,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181.00
9502,05/02/2012,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69.00
9503,05/02/2012,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50.00
9504,05/02/2012,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66.00
9505,05/02/2012,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191.00
9506,05/02/2012,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42.00
9507,06/02/2012,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21.00
9508,06/02/2012,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6.00
9509,06/02/2012,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0,0,3,3.00
9510,06/02/2012,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2.00
9511,06/02/2012,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17.00
9512,06/02/2012,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72.00
9513,06/02/2012,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234.00
9514,06/02/2012,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444.00
9515,06/02/2012,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277.00
9516,06/02/2012,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116.00
9517,06/02/2012,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116.00
9518,06/02/2012,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150.00
9519,06/02/2012,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141.00
9520,06/02/2012,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140.00
9521,06/02/2012,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171.00
9522,06/02/2012,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228.00
9523,06/02/2012,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430.00
9524,06/02/2012,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437.00
9525,06/02/2012,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291.00
9526,06/02/2012,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201.00
9527,06/02/2012,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154.00
9528,06/02/2012,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87.00
9529,06/02/2012,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46.00
9530,07/02/2012,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23.00
9531,07/02/2012,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14.00
9532,07/02/2012,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0,0,4,4.00
9533,07/02/2012,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0,1,1,2.00
9534,07/02/2012,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0,0,3,3.00
9535,07/02/2012,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15.00
9536,07/02/2012,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100.00
9537,07/02/2012,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0,6,293,299.00
9538,07/02/2012,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0,7,522,529.00
9539,07/02/2012,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0,11,278,289.00
9540,07/02/2012,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116.00
9541,07/02/2012,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129.00
9542,07/02/2012,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172.00
9543,07/02/2012,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184.00
9544,07/02/2012,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138.00
9545,07/02/2012,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146.00
9546,07/02/2012,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276.00
9547,07/02/2012,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509.00
9548,07/02/2012,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518.00
9549,07/02/2012,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338.00
9550,07/02/2012,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212.00
9551,07/02/2012,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190.00
9552,07/02/2012,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118.00
9553,07/02/2012,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51.00
9554,08/02/2012,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23.00
9555,08/02/2012,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10.00
9556,08/02/2012,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0,0,1,1.00
9557,08/02/2012,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0,0,1,1.00
9558,08/02/2012,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1.00
9559,08/02/2012,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20.00
9560,08/02/2012,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0,3,95,98.00
9561,08/02/2012,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281.00
9562,08/02/2012,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508.00
9563,08/02/2012,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253.00
9564,08/02/2012,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108.00
9565,08/02/2012,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102.00
9566,08/02/2012,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138.00
9567,08/02/2012,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126.00
9568,08/02/2012,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108.00
9569,08/02/2012,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54.00
9570,08/02/2012,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75.00
9571,08/02/2012,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155.00
9572,08/02/2012,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167.00
9573,08/02/2012,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161.00
9574,08/02/2012,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125.00
9575,08/02/2012,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129.00
9576,08/02/2012,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98.00
9577,08/02/2012,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60.00
9578,09/02/2012,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26.00
9579,09/02/2012,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12.00
9580,09/02/2012,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2.00
9581,09/02/2012,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4.00
9582,09/02/2012,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1.00
9583,09/02/2012,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18.00
9584,09/02/2012,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76.00
9585,09/02/2012,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267.00
9586,09/02/2012,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484.00
9587,09/02/2012,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238.00
9588,09/02/2012,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97.00
9589,09/02/2012,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99.00
9590,09/02/2012,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158.00
9591,09/02/2012,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154.00
9592,09/02/2012,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144.00
9593,09/02/2012,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134.00
9594,09/02/2012,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0,15,223,238.00
9595,09/02/2012,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399.00
9596,09/02/2012,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417.00
9597,09/02/2012,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295.00
9598,09/02/2012,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0,2,197,199.00
9599,09/02/2012,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177.00
9600,09/02/2012,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0,3,104,107.00
9601,09/02/2012,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0,9,75,84.00
9602,10/02/2012,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43.00
9603,10/02/2012,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13.00
9604,10/02/2012,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16.00
9605,10/02/2012,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5.00
9606,10/02/2012,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2.00
9607,10/02/2012,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17.00
9608,10/02/2012,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64.00
9609,10/02/2012,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230.00
9610,10/02/2012,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448.00
9611,10/02/2012,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275.00
9612,10/02/2012,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124.00
9613,10/02/2012,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,19,134,153.00
9614,10/02/2012,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176.00
9615,10/02/2012,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,22,170,192.00
9616,10/02/2012,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,8,138,146.00
9617,10/02/2012,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,27,164,191.00
9618,10/02/2012,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268.00
9619,10/02/2012,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,15,381,396.00
9620,10/02/2012,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,14,345,359.00
9621,10/02/2012,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0,16,246,262.00
9622,10/02/2012,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0,7,144,151.00
9623,10/02/2012,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,14,108,122.00
9624,10/02/2012,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0,11,102,113.00
9625,10/02/2012,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65.00
